	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252
frau-upn_2010040-04_CR_CA_1992-03-02_TEI	presidential_office	college_etudiant	college_biatss	consulting_members	college_etudiant	consulting_members	presidential_office	college_a	consulting_members	college_b	college_a	college_etudiant	other	other	college_b	consulting_members	unknown	college_b	presidential_office	college_etudiant	college_b	other	college_b	college_b	consulting_members	college_a	presidential_office	college_b	consulting_members	college_b	college_b	consulting_members	other	consulting_members	consulting_members	consulting_members	college_b	presidential_office	college_b	ext_members	college_b	college_b	unknown	other	other	other	other	consulting_members	other	other	other	college_b	college_b	presidential_office	other	college_a	consulting_members	presidential_office	other	presidential_office	consulting_members	other	college_etudiant	college_a	college_b	college_a	consulting_members	presidential_office	unknown	unknown																																																																																																																																																																																							
frau-upn_2010040-04_CR_CA_1992-04-06_TEI	other	presidential_office	consulting_members	college_a	other	college_b	presidential_office	college_etudiant	college_a	college_biatss	college_b	presidential_office	consulting_members	college_b	college_biatss	college_b	presidential_office	unknown	presidential_office	college_b	presidential_office	college_b	presidential_office	other	college_b	presidential_office	college_b	college_biatss	other	consulting_members	presidential_office	presidential_office	other	college_biatss	other	other	unknown																																																																																																																																																																																																																								
frau-upn_2010040-04_CR_CA_1992-05-25_TEI	other	presidential_office	college_etudiant	presidential_office	college_b	college_a	college_b	college_b	other	college_b	other	presidential_office	college_a	presidential_office	college_b	presidential_office	presidential_office	college_b	college_b	presidential_office	college_b	college_b	college_b	college_b	college_etudiant	college_b	college_biatss	college_a	presidential_office	college_b	college_a	college_b	presidential_office	consulting_members	presidential_office	presidential_office	college_b	college_b	college_biatss	college_biatss	college_b	college_a	consulting_members	college_etudiant	consulting_members	presidential_office	college_etudiant	presidential_office	other	other	other	college_etudiant	other	other	college_etudiant	other	unknown																																																																																																																																																																																																				
frau-upn_2010040-04_CR_CA_1992-06-29_TEI	presidential_office	presidential_office	consulting_members	presidential_office	college_a	college_b	unknown	college_b	consulting_members	presidential_office	other	other	consulting_members	college_a	consulting_members	presidential_office	unknown	presidential_office	other	presidential_office	unknown	consulting_members	other	presidential_office	unknown	presidential_office	college_b	presidential_office	presidential_office	consulting_members	college_b	presidential_office	college_etudiant	presidential_office	college_a	college_b	college_a	college_b	consulting_members	college_etudiant	college_a	unknown																																																																																																																																																																																																																			
frau-upn_2010040-04_CR_CA_1992-09-21_TEI	other	presidential_office	presidential_office	college_b	presidential_office	college_b	presidential_office	college_b	presidential_office	college_biatss	presidential_office	presidential_office	consulting_members	consulting_members	college_etudiant	consulting_members	college_etudiant	presidential_office	college_b	consulting_members	other	college_a	college_etudiant	other	college_a	consulting_members	presidential_office	ext_members	consulting_members	other	consulting_members	presidential_office	unknown	presidential_office	college_etudiant	presidential_office	college_biatss	consulting_members	college_etudiant	presidential_office																																																																																																																																																																																																																					
frau-upn_2010040-04_CR_CA_1992-11-09_TEI	presidential_office	presidential_office	presidential_office	college_biatss	presidential_office	college_b	presidential_office	ext_members	college_b	college_b	college_a	college_b	consulting_members	college_b	college_b	consulting_members	other	consulting_members	presidential_office	consulting_members	consulting_members	consulting_members	consulting_members	college_etudiant	consulting_members	other	other	other	other																																																																																																																																																																																																																																
frau-upn_2010040-04_CR_CA_1992-12-14_TEI	unknown	other	college_etudiant	unknown	unknown	unknown	other	consulting_members	college_biatss	consulting_members	other	college_b	college_etudiant	consulting_members	college_b	consulting_members	other	presidential_office	other	other	other	other	presidential_office	presidential_office	other	college_b	presidential_office	consulting_members	college_b	presidential_office	college_etudiant	college_a	college_b	college_biatss	college_etudiant	college_b	college_a	presidential_office	college_etudiant	presidential_office	college_b	presidential_office	college_etudiant	presidential_office	consulting_members	college_etudiant	consulting_members	college_b	presidential_office	college_a	presidential_office	consulting_members	college_etudiant	consulting_members	college_etudiant	college_etudiant	college_b	college_b	college_a	college_biatss	ext_members	college_a	college_biatss	ext_members	college_b	college_etudiant	college_etudiant	presidential_office	consulting_members	presidential_office	college_b	college_b	other	consulting_members	consulting_members	college_b	consulting_members	consulting_members	college_etudiant	consulting_members	college_b	other	other	other	consulting_members	college_etudiant	consulting_members	presidential_office	consulting_members	other	unknown																																																																																																																																																																		
frau-upn_2010040-04_CR_CA_1993-02-01_TEI	other	unknown	presidential_office	college_b	college_a	consulting_members	college_b	college_b	college_b	other	college_b	college_b	college_b	presidential_office	consulting_members	college_b	consulting_members	consulting_members	presidential_office	other	presidential_office	other	presidential_office	presidential_office	unknown	presidential_office	presidential_office	consulting_members	other	presidential_office	consulting_members	college_b	presidential_office	other	college_b	consulting_members	other	other	presidential_office	college_b	other	other	presidential_office	other																																																																																																																																																																																																																	
frau-upn_2010040-04_CR_CA_1993-02-08_TEI	presidential_office	consulting_members	consulting_members	college_b	consulting_members	ext_members	college_b	consulting_members	college_etudiant	consulting_members	consulting_members	college_biatss	consulting_members	ext_members	college_b	consulting_members	ext_members	presidential_office	college_a	consulting_members	college_b	ext_members	college_etudiant	consulting_members	presidential_office	other	consulting_members	college_b	ext_members	presidential_office	unknown																																																																																																																																																																																																																														
frau-upn_2010040-04_CR_CA_1993-03-08_TEI	presidential_office	college_b	presidential_office	college_a	college_b	presidential_office	consulting_members	college_b	consulting_members	presidential_office	other	presidential_office	college_biatss	consulting_members	consulting_members	presidential_office	college_b	presidential_office	consulting_members	college_biatss	presidential_office	college_b	ext_members	consulting_members	college_b	college_a	presidential_office	consulting_members	unknown	college_biatss	presidential_office	college_a	college_b	college_b	consulting_members	college_b	presidential_office	college_biatss	presidential_office	college_etudiant	college_b	presidential_office	other	unknown																																																																																																																																																																																																																	
frau-upn_2010040-04_CR_CA_1993-03-29_TEI	other	presidential_office	presidential_office	unknown	presidential_office	presidential_office	other	consulting_members	consulting_members	presidential_office	consulting_members	other	presidential_office	other	presidential_office	college_b	college_b	consulting_members	other	college_b	presidential_office	college_b	other	other	unknown	college_biatss	unknown	other	unknown																																																																																																																																																																																																																																
frau-upn_2010040-04_CR_CA_1993-05-17_TEI	presidential_office	college_b	consulting_members	other	presidential_office	college_b	consulting_members	other	presidential_office	unknown	college_b	other	presidential_office	college_b	presidential_office	presidential_office	presidential_office	consulting_members	presidential_office	other	consulting_members	college_b	consulting_members	college_biatss	consulting_members	other	unknown	other	unknown	other	consulting_members	presidential_office	other	presidential_office	consulting_members	presidential_office	college_biatss	consulting_members	college_b	consulting_members	presidential_office	other																																																																																																																																																																																																																			
frau-upn_2010040-04_CR_CA_1993-06-28_TEI	presidential_office	presidential_office	college_b	college_biatss	presidential_office	other	presidential_office	presidential_office	consulting_members	college_b	ext_members	college_b	other	college_b	college_biatss	consulting_members	college_biatss	consulting_members	consulting_members	other	college_b	conseil	other	consulting_members	college_b	consulting_members	presidential_office	other	presidential_office	other	college_biatss	presidential_office	consulting_members	unknown	other	unknown																																																																																																																																																																																																																									
frau-upn_2010040-04_CR_CA_1993-09-27_TEI	other	presidential_office	other	presidential_office	consulting_members	presidential_office	presidential_office	college_b	college_b	college_biatss	presidential_office	presidential_office	presidential_office	college_b	other	presidential_office	college_b	ext_members	college_a	college_b	college_etudiant	presidential_office	college_b	presidential_office	college_b	college_a	presidential_office	consulting_members	other	other	unknown																																																																																																																																																																																																																														
frau-upn_2010040-04_CR_CA_1993-11-29_TEI	unknown	consulting_members	college_b	other	ext_members	other	college_b	conseil	other																																																																																																																																																																																																																																																				
frau-upn_2010040-04_CR_CA_1993-12-13_TEI	other	unknown	presidential_office	college_a	college_b	other	unknown	presidential_office	consulting_members	college_b	unknown	unknown	unknown	unknown	other	college_b	college_b	presidential_office	college_b	unknown																																																																																																																																																																																																																																									
frau-upn_2010040-04_CR_CA_1994-01-10_TEI	unknown	presidential_office	presidential_office	college_b	other	college_b	college_a	college_b	college_a	college_b	college_etudiant	college_b	unknown	presidential_office	presidential_office	other	presidential_office	other	college_etudiant	conseil	unknown	other	consulting_members	college_etudiant	college_etudiant	college_etudiant	ext_members	unknown	other	unknown	other	unknown																																																																																																																																																																																																																													
frau-upn_2010040-04_CR_CA_1994-02-28_TEI	other	presidential_office	presidential_office	presidential_office	presidential_office	presidential_office	presidential_office	consulting_members	college_etudiant	college_b	college_etudiant	unknown	presidential_office	consulting_members	consulting_members	presidential_office	other	presidential_office	consulting_members	conseil	consulting_members	consulting_members	presidential_office	presidential_office	presidential_office	college_etudiant	other	college_b	college_etudiant	college_b	presidential_office	college_b	presidential_office	other	unknown	college_b	college_b	other	college_etudiant	presidential_office	college_etudiant	college_b	presidential_office	college_etudiant	college_a	other	unknown																																																																																																																																																																																																														
frau-upn_2010040-04_CR_CA_1994-03-14_TEI	unknown	college_a	presidential_office	college_a	presidential_office	other	presidential_office	other	other	other	college_etudiant	presidential_office	college_b	college_b	college_etudiant	college_etudiant	college_a	presidential_office	presidential_office	consulting_members	consulting_members	college_b	consulting_members	college_b	consulting_members	presidential_office	college_biatss	college_b	consulting_members	presidential_office	college_b	consulting_members	college_b	college_etudiant	unknown	unknown	unknown	other	college_a	presidential_office	college_a	presidential_office	unknown																																																																																																																																																																																																																		
frau-upn_2010040-04_CR_CA_1994-03-28_TEI	other	presidential_office	presidential_office	college_biatss	presidential_office	college_etudiant	presidential_office	college_etudiant	presidential_office	presidential_office	presidential_office	college_b	presidential_office	college_b	consulting_members	college_a	consulting_members	college_biatss	ext_members	college_b	presidential_office	consulting_members	presidential_office	consulting_members	ext_members	consulting_members	college_a	presidential_office	college_etudiant	college_biatss	presidential_office	unknown	other	college_etudiant	unknown	unknown	presidential_office	college_etudiant	college_a	college_a	college_etudiant	unknown	college_a	college_b	college_b	unknown	college_b	college_etudiant	college_a	college_b	college_b	college_etudiant	college_b	unknown	college_etudiant	college_b	unknown	college_a	college_b	college_etudiant	presidential_office	other	unknown																																																																																																																																																																																														
frau-upn_2010040-04_CR_CA_1994-05-16_TEI	college_b	college_b	other	presidential_office	presidential_office	presidential_office	presidential_office	consulting_members	college_a	consulting_members	college_b	presidential_office	college_a	presidential_office	college_b	other	unknown	consulting_members	presidential_office	presidential_office	college_a	other	college_b	presidential_office	consulting_members	college_etudiant	consulting_members	other	presidential_office	college_biatss	conseil	college_biatss	other	unknown																																																																																																																																																																																																																											
frau-upn_2010040-04_CR_CA_1994-06-14_TEI	presidential_office	ext_members	ext_members	college_a	college_a	presidential_office	college_a	presidential_office	college_a	presidential_office	college_b	college_b	other	college_b	college_a	college_b	college_b	college_etudiant	college_etudiant	other	college_biatss	ext_members	college_b	college_etudiant	ext_members	college_b	college_biatss	college_a	presidential_office	unknown																																																																																																																																																																																																																															
frau-upn_2010040-04_CR_CA_1994-07-04_TEI	college_a	college_etudiant	presidential_office	college_biatss	other	college_a	college_b	presidential_office	other	consulting_members	college_a	college_a	presidential_office	presidential_office	presidential_office	consulting_members	college_b	consulting_members	college_b	college_a	consulting_members	other	college_b	consulting_members	college_a	college_b	presidential_office	consulting_members	college_a	consulting_members	college_b	college_biatss	conseil	consulting_members	consulting_members	consulting_members	consulting_members	presidential_office	other	consulting_members	unknown	consulting_members	presidential_office	presidential_office	college_b	consulting_members	college_b	other	college_b	college_b	consulting_members	consulting_members	college_b	consulting_members	consulting_members	college_a	college_b	consulting_members	college_b	other	presidential_office	college_a	college_biatss	presidential_office	college_biatss	college_etudiant	presidential_office	college_etudiant	college_b	college_a	college_b	college_etudiant	college_b	college_a	ext_members	presidential_office	college_a	college_a	college_b	college_a	other	ext_members	college_a	ext_members	college_b	ext_members	presidential_office	college_biatss	ext_members	college_biatss	presidential_office	other	unknown																																																																																																																																																																
frau-upn_2010040-04_CR_CA_1994-10-03_TEI	other	presidential_office	presidential_office	presidential_office	college_b	presidential_office	college_b	college_b	consulting_members	ext_members	college_b	consulting_members	ext_members	consulting_members	other	presidential_office	consulting_members	presidential_office	consulting_members	college_b	consulting_members	consulting_members	presidential_office	college_b	presidential_office	ext_members	consulting_members	presidential_office	other	college_a	college_b	college_etudiant	presidential_office	consulting_members	ext_members	college_b	presidential_office	presidential_office	college_b	college_etudiant	college_b	college_etudiant	presidential_office	college_biatss	presidential_office	college_b	presidential_office	unknown																																																																																																																																																																																																													
frau-upn_2010040-04_CR_CA_1994-11-07_TEI	other	presidential_office	presidential_office	college_etudiant	other	presidential_office	college_b	presidential_office	college_etudiant	college_etudiant	college_a	college_b	presidential_office	college_b	college_b	college_etudiant	ext_members	other	college_a	presidential_office	college_etudiant	college_b	presidential_office	presidential_office	conseil	college_a	college_b	college_a	college_a	college_b	college_etudiant	presidential_office	presidential_office	college_a	consulting_members	college_a	presidential_office	college_b	presidential_office	consulting_members	presidential_office	college_etudiant	college_b	college_a	college_etudiant	presidential_office	other	college_a	ext_members	presidential_office	presidential_office	conseil	college_b	college_etudiant	presidential_office	college_b	college_etudiant	presidential_office	unknown																																																																																																																																																																																																		
frau-upn_2010040-04_CR_CA_1994-12-12_TEI	presidential_office	college_b	presidential_office	other	college_b	other	other	college_b	other	college_etudiant	presidential_office	college_b	college_b	college_etudiant	presidential_office	consulting_members	presidential_office	presidential_office	presidential_office	college_b	consulting_members	presidential_office	consulting_members	college_biatss	presidential_office	college_b	presidential_office	presidential_office	college_etudiant	presidential_office	college_a	presidential_office	conseil	college_b	college_etudiant	presidential_office	other																																																																																																																																																																																																																								
frau-upn_2010040-04_CR_CA_1995-01-23_TEI	other	college_etudiant	unknown	presidential_office	college_a	consulting_members	college_etudiant	college_a	college_b	presidential_office	consulting_members	presidential_office	presidential_office	presidential_office	presidential_office	consulting_members	presidential_office	consulting_members	college_a	presidential_office	college_a	presidential_office	college_biatss	presidential_office	college_biatss	college_etudiant	presidential_office	presidential_office	consulting_members	college_a	ext_members	presidential_office	college_b	presidential_office	college_a	presidential_office	other	college_b	college_etudiant	college_b	college_etudiant	unknown	conseil	presidential_office	college_etudiant	college_etudiant	presidential_office	unknown																																																																																																																																																																																																													
frau-upn_2010040-04_CR_CA_1995-02-27_TEI	unknown	presidential_office	presidential_office	college_biatss	presidential_office	presidential_office	consulting_members	ext_members	presidential_office	college_etudiant	presidential_office	college_b	college_a	college_etudiant	other	college_etudiant	college_a	college_a	presidential_office	presidential_office	college_b	presidential_office	presidential_office	other	college_b	college_b	other	presidential_office	college_biatss	other	ext_members	presidential_office	college_b	presidential_office	college_etudiant	college_b	ext_members	ext_members	college_b	college_a	presidential_office	other	college_b	other	presidential_office	consulting_members	presidential_office	college_biatss	college_biatss	college_biatss	college_b	unknown	college_b	other	consulting_members	college_a	unknown	conseil	other	unknown																																																																																																																																																																																																	
frau-upn_2010040-04_CR_CA_1995-03-20_TEI	other	college_b	presidential_office	college_b	presidential_office	presidential_office	other	college_b	college_b	presidential_office	other	college_b	presidential_office	other	college_b	presidential_office	college_b	other	consulting_members	consulting_members	unknown	ext_members	consulting_members	other	college_etudiant	presidential_office	college_etudiant	presidential_office	consulting_members	college_etudiant	college_b	unknown	unknown	unknown	unknown	college_b	college_etudiant	college_b	college_etudiant	other	unknown	consulting_members	consulting_members	other	college_b	presidential_office																																																																																																																																																																																																															
frau-upn_2010040-04_CR_CA_1995-05-22_TEI	other	presidential_office	other	presidential_office	college_etudiant	presidential_office	presidential_office	consulting_members	presidential_office	presidential_office	consulting_members	presidential_office	college_b	consulting_members	presidential_office	other	consulting_members	other	consulting_members	presidential_office	other	consulting_members	college_a	other	college_a	ext_members	presidential_office	other	college_a	conseil	consulting_members	presidential_office	other	consulting_members	presidential_office	other	presidential_office	college_a	presidential_office	college_a	college_biatss	consulting_members	other	college_a	college_b	presidential_office	unknown	presidential_office	other	college_b	other	other	college_b	presidential_office	unknown																																																																																																																																																																																																						
frau-upn_2010040-04_CR_CA_1995-06-12_TEI	other	presidential_office	college_b	presidential_office	presidential_office	presidential_office	other	presidential_office	college_b	other	ext_members	presidential_office	ext_members	college_b	ext_members	presidential_office	ext_members	college_b	other	ext_members	conseil	other	consulting_members	unknown	college_b	consulting_members	unknown	consulting_members	other	college_biatss	college_b	college_b	unknown	consulting_members	other	college_b	other	consulting_members	other	consulting_members	college_b	consulting_members	unknown																																																																																																																																																																																																																		
frau-upn_2010040-04_CR_CA_1995-07-03_TEI	other	college_a	college_b	other	presidential_office	college_etudiant	consulting_members	college_etudiant	unknown	college_etudiant	college_b	consulting_members	presidential_office	presidential_office	college_b	presidential_office	college_b	presidential_office	college_b	college_b	other	unknown	presidential_office	consulting_members	other	presidential_office	presidential_office	presidential_office	other	presidential_office	other	presidential_office	college_b	presidential_office	college_biatss	college_a	college_a	college_a	college_a	presidential_office	college_biatss	college_a	college_b	other	other	presidential_office	consulting_members	other	other	college_b	presidential_office	consulting_members	college_b	presidential_office	college_b	unknown																																																																																																																																																																																																					
frau-upn_2010040-04_CR_CA_1995-10-09_TEI	presidential_office	other	presidential_office	presidential_office	conseil	college_biatss	other	presidential_office	presidential_office	presidential_office	college_etudiant	presidential_office	college_biatss	college_b	consulting_members	college_etudiant	other	college_a	presidential_office	college_a	college_a	conseil	college_a	presidential_office	college_a	college_etudiant	college_a	presidential_office	consulting_members	college_biatss	conseil	presidential_office	college_b	other	presidential_office	college_biatss	other	other	other	presidential_office	consulting_members	college_etudiant	presidential_office	college_etudiant	presidential_office	other	presidential_office	presidential_office	college_etudiant	other	college_biatss	conseil	presidential_office	other	presidential_office	college_b	college_b	presidential_office	conseil	college_etudiant	presidential_office	college_b	college_b	college_etudiant	presidential_office	college_etudiant	presidential_office	presidential_office	college_a	presidential_office	college_a	college_etudiant	presidential_office	college_b	college_b	college_biatss	presidential_office																																																																																																																																																																																
